Product,Sales,Region,Profit
Tablet,92048,North,8939
Mouse,30302,South,15403
Phone,72951,East,9090
Keyboard,33065,West,15721
Monitor,1092,North,18039
Phone,72807,South,8251
Mouse,54851,North,7390
Monitor,88020,West,9595
Tablet,59973,South,7857
Monitor,68216,North,269
Keyboard,15117,South,824
Tablet,74488,North,680
Monitor,10209,North,1455
Mouse,11982,North,4303
Monitor,85805,North,16755
Mouse,98763,West,17054
Keyboard,1660,East,17244
Mouse,88518,West,8733
Tablet,88849,North,1899
Monitor,58760,East,6729
Keyboard,4482,West,6199
Phone,46251,West,7521
Tablet,3651,East,18482
Monitor,35791,South,4607
Keyboard,95604,South,18077
Tablet,47091,South,6747
Tablet,55902,North,18527
Tablet,17986,North,18084
Mouse,76676,West,8916
Mouse,65413,East,5192
Tablet,56920,North,17712
Mouse,79551,West,8428
Phone,91666,South,18518
Keyboard,22204,South,15384
Phone,30707,South,18384
Monitor,17877,West,5243
Mouse,21658,North,7011
Keyboard,70314,South,205
Keyboard,94936,South,485
Mouse,16719,East,1028
Tablet,44943,North,18355
Phone,22557,East,13292
Mouse,21618,North,5505
Tablet,18052,South,6001
Mouse,29367,South,5137
Keyboard,45752,West,14174
Monitor,76993,North,4908
Monitor,28041,South,18052
Monitor,45352,West,6284
Mouse,32923,North,10471
Tablet,22614,South,9984
Tablet,76021,South,13476
Keyboard,83680,South,5016
Phone,59054,West,2970
Mouse,62413,West,10623
Monitor,20243,West,10685
Tablet,39835,East,4324
Tablet,11263,East,12376
Phone,82217,West,11245
Tablet,21524,West,6241
Laptop,27875,South,8980
Laptop,98007,South,11575
Monitor,3723,West,8441
Monitor,43316,East,12724
Mouse,54903,East,3507
Mouse,40464,North,600
Keyboard,84497,East,2223
Tablet,25910,North,776
Keyboard,48098,East,5976
Phone,32035,West,15145
Mouse,88848,East,14373
Monitor,38407,North,14685
Laptop,80710,West,17497
Keyboard,67942,South,575
Keyboard,85075,North,4710
Keyboard,20907,West,10541
Mouse,75486,West,1625
Laptop,67173,East,15614
Monitor,40849,West,7802
Monitor,57350,East,17453
Laptop,51658,East,10311
Phone,85169,North,11829
Phone,9289,East,12442
Mouse,95358,South,10931
Tablet,95305,North,9845
Keyboard,41248,South,11333
Keyboard,8619,North,4958
Phone,97030,South,3334
Laptop,94923,East,13381
Keyboard,36086,South,3524
Laptop,97488,West,6359
Laptop,16093,South,13859
Laptop,67054,East,13806
Tablet,14180,South,550
Tablet,17798,West,18267
Tablet,52558,East,13899
Keyboard,49443,East,13208
Keyboard,47339,West,10747
Keyboard,41360,North,6769
Phone,55768,South,10562
Keyboard,90099,North,286
Laptop,66612,North,18642
Keyboard,69182,South,12658
Laptop,78087,South,9757
Laptop,71577,North,2918
Mouse,84361,South,12782
Monitor,15351,North,14118
Keyboard,79519,West,13739
Laptop,44132,East,9784
Tablet,34581,North,8676
Tablet,16559,East,5899
Phone,40371,North,19853
Laptop,15406,South,279
Monitor,84841,North,19953
Laptop,26625,East,10880
Laptop,69422,South,6598
Mouse,1755,North,9864
Phone,68407,West,8353
Tablet,16643,East,1410
Mouse,37439,West,13618
Phone,80249,East,18623
Keyboard,47007,North,11687
Tablet,33191,East,1528
Phone,46074,South,12410
Mouse,21264,South,15602
Laptop,12572,North,13475
Phone,20332,South,7473
Monitor,36576,East,4626
Mouse,68031,East,12389
Laptop,63191,North,8496
Monitor,20642,East,1492
Monitor,72070,North,18019
Mouse,68569,South,12014
Monitor,49923,West,14355
Mouse,32031,North,10662
Mouse,7156,West,19675
Phone,37705,North,2008
Monitor,60103,South,8638
Keyboard,65199,North,18180
Monitor,22122,West,515
Phone,99494,East,6629
Monitor,75398,West,5040
Laptop,99706,West,3867
Monitor,87492,North,3880
Monitor,62651,West,1597
Phone,44238,North,9628
Phone,23592,East,4943
Keyboard,73189,South,1001
Laptop,33471,West,725
Phone,17435,South,17937
Monitor,1546,East,4443
Monitor,18085,East,2087
Mouse,47946,East,4741
Keyboard,29832,East,3585
Monitor,43028,West,11769
Laptop,31844,North,312
Tablet,6868,North,7605
Tablet,82392,West,8198
Phone,41447,West,12502
Phone,97491,North,13729
Keyboard,80413,South,8649
Mouse,46923,West,18502
Keyboard,50660,East,12612
Monitor,42579,West,7392
Keyboard,86339,West,4453
Keyboard,80171,South,11832
Mouse,5503,West,4527
Mouse,58313,East,9864
Keyboard,27398,West,697
Laptop,46138,South,605
Laptop,84862,East,13756
Tablet,53354,East,16672
Keyboard,2630,North,15371
Monitor,93921,West,14837
Keyboard,88177,South,7212
Mouse,56971,West,17781
Mouse,27246,West,14950
Laptop,20046,East,18155
Mouse,57913,West,10570
Phone,13091,West,3698
Mouse,70140,North,13270
Keyboard,86044,South,1270
Monitor,49030,North,14032
Monitor,90947,East,193
Laptop,33456,East,12227
Mouse,77579,South,11880
Phone,27270,East,6688
Mouse,39660,East,18649
Laptop,38370,North,6329
Phone,39009,West,12504
Mouse,8633,East,16581
Keyboard,19999,North,3523
Keyboard,92608,North,13666
Phone,70705,North,12832
Laptop,93688,East,16959
Tablet,44007,South,9092
Laptop,41595,East,10355
Mouse,29534,West,18304
Tablet,49211,South,9851
Keyboard,58620,North,6853
Laptop,65383,North,18830
Keyboard,62736,East,13138
Monitor,6464,East,11725
Phone,91187,East,1397
Laptop,2911,West,9617
Phone,95906,South,19636
Tablet,42438,West,12367
Monitor,26152,South,12090
Laptop,57296,South,16040
Laptop,92034,North,18318
Mouse,3300,West,15817
Mouse,46124,East,13114
Laptop,18830,South,18519
Laptop,97311,North,8813
Tablet,2268,West,19677
Keyboard,79056,North,13340
Keyboard,39454,East,18224
Phone,21245,North,18793
Laptop,71561,North,14786
Mouse,85714,South,17502
Mouse,99164,South,13525
Keyboard,48085,South,8540
Monitor,81451,East,7954
Mouse,22715,West,12688
Mouse,62451,South,18366
Keyboard,85581,North,10257
Keyboard,77880,North,6345
Tablet,9737,West,4890
Tablet,1307,North,15625
Mouse,71723,West,5715
Phone,46574,North,2576
Keyboard,70996,North,18977
Monitor,28893,West,18355
Mouse,35463,West,3555
Phone,45689,South,16390
Monitor,85220,South,15776
Tablet,13550,East,15325
Tablet,30937,North,14964
Keyboard,58399,North,9294
Laptop,56567,North,16127
Phone,84454,North,2598
Phone,81591,East,7736
Tablet,65437,West,8826
Phone,65410,South,13944
Tablet,17028,East,3741
Mouse,15576,North,17850
Keyboard,6164,North,1442
Laptop,76584,North,9652
Phone,4411,West,9189
Keyboard,8676,East,11803
Keyboard,1897,South,707
Keyboard,38375,East,3272
Monitor,61377,East,10168
Laptop,7481,West,6606
Monitor,35245,South,7666
Mouse,20754,North,16793
Phone,63432,South,18833
Monitor,10531,North,10768
Laptop,56364,West,14955
Mouse,43877,West,19795
Mouse,58454,South,18734
Keyboard,34684,North,2206
Phone,98134,West,11158
Phone,52105,West,389
Tablet,50576,East,315
Phone,77263,North,6289
Monitor,29047,West,11144
Laptop,7472,West,9450
Laptop,38624,North,12762
Phone,34682,West,3929
Tablet,25614,East,3241
Keyboard,25307,West,7630
Mouse,73448,East,15499
Tablet,16871,North,16315
Mouse,58916,East,14654
Keyboard,89347,South,8636
Laptop,74349,East,7654
Tablet,41563,West,1515
Mouse,19720,South,4412
Tablet,26518,South,19908
Phone,64494,West,16260
Laptop,84415,West,11123
Phone,71083,North,12215
Keyboard,45967,West,16838
Tablet,9660,North,4707
Mouse,28956,East,12099
Phone,16873,South,1149
Laptop,70428,North,17974
Phone,50813,West,1522
Mouse,49736,East,18853
Tablet,4502,North,16517
Keyboard,47334,West,17109
Phone,10779,North,165
Monitor,82268,South,6373
Tablet,13749,West,13605
Monitor,53330,East,19119
Mouse,88441,East,6558
Laptop,13255,North,13539
Phone,95816,South,19809
Keyboard,93194,South,8519
Phone,23927,South,9494
Laptop,82776,East,18605
Keyboard,40263,West,3589
Tablet,65000,West,9775
Phone,96825,East,110
Tablet,58407,West,13370
Keyboard,18160,South,3294
Mouse,67561,East,17714
Laptop,63257,West,14775
Phone,20658,South,17648
Mouse,70363,South,5984
Keyboard,18062,East,14919
Phone,73982,North,10899
Mouse,86206,North,9451
Monitor,65692,East,19311
Tablet,57818,North,243
Tablet,51887,West,837
Tablet,14751,North,15748
Phone,41477,South,12937
Keyboard,22720,North,19425
Mouse,40709,West,3199
Tablet,93572,West,9887
Laptop,16002,North,8223
Phone,23588,East,13371
Laptop,85086,East,1796
Laptop,20794,East,5416
Monitor,84088,South,15973
Phone,57513,North,17030
Phone,98038,West,14693
Keyboard,1306,South,12428
Monitor,20378,North,12577
Laptop,21201,South,3518
Tablet,46519,West,6604
Laptop,41149,South,14267
Keyboard,85636,West,17399
Phone,73137,West,13626
Tablet,22973,East,10147
Phone,36254,South,15522
Tablet,52697,East,3614
Mouse,6799,West,5930
Keyboard,45299,East,2557
Phone,43767,West,14583
Monitor,79726,North,10562
Mouse,58030,East,18369
Monitor,36552,South,17737
Monitor,5569,North,11080
Mouse,53391,North,12711
Phone,96428,East,12666
Mouse,95425,West,4575
Monitor,55564,North,3755
Laptop,54165,West,1501
Monitor,79220,North,11840
Tablet,10268,East,4176
Laptop,86302,North,4751
Phone,51106,West,18677
Phone,36265,East,14397
Laptop,59443,South,14987
Mouse,54505,South,2510
Mouse,65553,West,11589
Laptop,3094,North,18138
Keyboard,39251,North,2502
Mouse,67920,East,17521
Tablet,35176,South,14132
Mouse,15346,West,2765
Monitor,54690,North,13500
Mouse,72986,North,2605
Tablet,79545,South,19318
Mouse,55506,South,381
Mouse,54905,East,6260
Phone,53645,North,15987
Mouse,78466,East,19279
Laptop,68682,West,875
Tablet,57874,South,14784
Laptop,77471,South,314
Laptop,49290,North,3047
Monitor,72342,South,16644
Mouse,39512,West,18954
Tablet,99984,East,2364
Phone,16229,West,495
Keyboard,26471,East,19568
Keyboard,47433,North,2054
Laptop,2367,South,10120
Mouse,73896,East,10233
Keyboard,6658,West,14425
Phone,54047,East,1256
Mouse,19899,East,16171
Keyboard,68079,East,1277
Monitor,67018,East,1142
Tablet,50063,West,7715
Laptop,12697,West,6130
Tablet,4393,West,19585
Phone,80724,East,15791
Phone,46720,East,3334
Laptop,25701,East,19327
Laptop,36082,West,5180
Laptop,56345,South,7524
Monitor,22182,West,1377
Tablet,92590,West,4255
Mouse,21336,East,15115
Laptop,13257,North,460
Laptop,14164,North,11578
Keyboard,21946,East,13825
Phone,69031,South,12012
Monitor,41165,East,13305
Tablet,7246,South,9308
Phone,13084,East,6667
Mouse,52825,East,16453
Laptop,47742,North,3434
Monitor,11845,East,14298
Phone,39262,North,14118
Laptop,96654,North,10145
Keyboard,57502,North,3236
Monitor,57005,North,5516
Tablet,55248,East,10622
Keyboard,32693,West,10079
Tablet,22958,South,18790
Tablet,65069,East,19411
Monitor,59422,South,7326
Mouse,40618,South,12226
Monitor,2082,South,9859
Monitor,81080,West,16270
Phone,26414,North,11835
Monitor,37325,West,17179
Mouse,63479,South,2508
Monitor,10971,West,690
Mouse,87429,West,12677
Mouse,40455,South,17634
Tablet,64914,North,9392
Monitor,88126,South,17579
Tablet,65212,East,5080
Keyboard,38228,East,19909
Monitor,84322,West,18163
Mouse,45874,East,7086
Tablet,14932,South,7722
Phone,33944,North,12578
Laptop,85750,East,7428
Monitor,14391,South,14541
Monitor,60945,West,1277
Keyboard,79459,South,11024
Monitor,79628,West,10410
Phone,16256,West,10098
Tablet,95614,West,16624
Mouse,91488,East,15105
Phone,64050,East,9642
Keyboard,65434,West,3151
Tablet,11789,South,5846
Phone,60994,East,2705
Keyboard,64896,South,9533
Laptop,38912,East,18502
Keyboard,12974,West,17406
Monitor,76384,South,14044
Phone,57693,North,14054
Mouse,2012,West,18721
Laptop,37603,East,11178
Mouse,32222,South,3193
Mouse,7633,West,8250
Mouse,60170,North,5337
Laptop,52798,West,13145
Keyboard,90753,South,10629
Mouse,38058,South,6457
Tablet,10555,North,13185
Mouse,58604,West,16303
Tablet,95156,South,931
Tablet,65420,South,7305
Mouse,39139,East,1818
Laptop,68653,North,13396
Tablet,12089,West,19307
Mouse,93353,East,17477
Mouse,94527,South,297
Laptop,49941,East,496
Tablet,60075,North,16576
Tablet,11326,East,4432
Mouse,27142,West,8567
Laptop,61563,East,11239
Mouse,5826,South,8807
Monitor,47167,South,15042
Tablet,34083,North,8287
Laptop,43263,South,17111
Phone,18068,South,4767
Tablet,70352,South,7444
Keyboard,46087,East,744
Phone,90778,North,5983
Tablet,45058,North,8091
Phone,10514,East,12456
Laptop,76321,East,14248
Mouse,73306,West,3794
Mouse,76202,South,5505
Laptop,29479,North,12948
Laptop,51742,North,12871
Monitor,58156,South,17718
Phone,43412,East,2502
Phone,73757,West,1650
Laptop,55459,East,19236
Laptop,74684,North,18394
Mouse,15859,South,15386
Phone,27726,West,17270
Keyboard,30912,North,8807
Keyboard,98152,West,5073
Phone,89266,North,6836
Tablet,97546,East,10937
Phone,41223,South,18447
Phone,40286,North,13024
Keyboard,91966,West,13472
Keyboard,70998,East,4249
Tablet,52018,North,4305
Mouse,98215,North,10753
Keyboard,69616,North,19967
Keyboard,67123,South,11642
Phone,4272,East,18755
Monitor,88936,South,19734
Mouse,7887,East,2800
Keyboard,84345,South,8074
Tablet,82574,South,6630
Laptop,29470,West,6377
Mouse,98103,West,15499
Laptop,45628,East,11997
Tablet,30390,East,567
Phone,92530,North,879
Tablet,51772,South,10128
Laptop,95593,North,2035
Laptop,64586,East,18732
Monitor,25161,North,13999
Monitor,52548,North,8379
Keyboard,63582,South,17672
Phone,50468,East,15529
Phone,22513,South,1657
Tablet,55519,South,10998
Keyboard,38546,East,9078
Tablet,85101,East,378
Laptop,1332,East,1361
Keyboard,80646,West,5537
Keyboard,91453,North,5934
Phone,38995,West,16417
Phone,35274,North,12665
Laptop,41830,West,9891
Keyboard,5340,East,11837
Laptop,34241,West,15742
Phone,80563,North,5295
Phone,30658,West,4746
Tablet,1109,East,5527
Keyboard,24977,West,3550
Mouse,73211,North,6235
Phone,6982,North,5490
Monitor,70789,South,5715
Monitor,71643,North,15311
Monitor,63218,East,8164
Monitor,16826,East,3887
Phone,32102,East,19584
Mouse,51091,North,11015
Mouse,7614,North,3856
Phone,52614,North,8850
Phone,42140,North,8427
Mouse,37780,East,13990
Mouse,35550,East,14336
Laptop,94674,East,4370
Keyboard,9149,West,13238
Monitor,56764,East,19775
Keyboard,8426,North,18429
Tablet,21485,North,16037
Mouse,29310,North,3322
Monitor,45920,West,13095
Mouse,45334,West,3370
Tablet,78650,East,8058
Mouse,46790,South,1958
Monitor,45950,South,4205
Mouse,42710,South,5424
Monitor,51562,West,3114
Tablet,46102,South,5294
Laptop,99314,North,1106
Tablet,34054,North,4591
Monitor,54478,South,17179
Phone,68394,East,10144
Phone,47608,East,5054
Monitor,70726,West,13944
Laptop,69979,West,17844
Phone,53087,North,3151
Keyboard,30085,South,1262
Keyboard,28710,West,5829
Keyboard,33595,South,12210
Keyboard,57950,South,11722
Keyboard,14834,North,17777
Phone,56062,North,8867
Laptop,61087,East,18664
Phone,67716,South,3630
Tablet,55831,East,6374
Tablet,69675,East,12559
Keyboard,4040,East,8944
Tablet,91250,West,12506
Keyboard,37284,North,12999
Mouse,20699,East,7084
Monitor,87119,South,12825
Phone,67455,West,646
Tablet,24047,East,6619
Laptop,21793,East,18219
Monitor,51158,North,5873
Phone,25139,North,1385
Tablet,69152,South,11137
Tablet,51168,West,18007
Phone,11505,North,10315
Tablet,77710,East,11606
Phone,90376,North,11058
Keyboard,69388,South,16521
Phone,34065,South,16448
Keyboard,58618,South,6269
Keyboard,80185,East,19777
Monitor,8229,West,9585
Keyboard,44689,South,8343
Tablet,55410,South,8740
Laptop,77606,South,11944
Monitor,61692,East,12217
Mouse,75372,North,19694
Monitor,23444,East,14183
Monitor,97936,East,19022
Monitor,67926,East,7366
Mouse,98388,South,3579
Phone,30999,South,17103
Monitor,2146,North,11099
Keyboard,55382,East,17215
Phone,53923,West,2903
Mouse,4620,South,16725
Phone,19918,East,2851
Laptop,51175,North,1839
Tablet,4733,South,9635
Tablet,37352,West,10722
Phone,25028,South,3815
Phone,50888,North,9958
Tablet,15339,South,12111
Phone,75588,North,1262
Keyboard,77626,West,7553
Keyboard,98409,West,4534
Phone,12444,West,4947
Phone,23849,East,5148
Monitor,74309,South,10890
Tablet,91213,North,14680
Phone,20065,East,5696
Tablet,38304,East,14894
Tablet,72584,South,4658
Tablet,75676,South,8407
Mouse,74302,North,14507
Monitor,4593,North,11854
Tablet,39065,East,3559
Monitor,60066,North,5932
Mouse,39148,East,5611
Laptop,98186,North,1602
Monitor,19550,East,1809
Keyboard,53862,West,1562
Keyboard,65257,East,17226
Mouse,58734,East,6327
Keyboard,24613,West,2231
Laptop,83105,West,10642
Keyboard,12825,West,15702
Laptop,36637,South,11913
Phone,10799,North,11667
Phone,96881,North,15149
Laptop,32052,East,5981
Laptop,8808,North,13841
Keyboard,11381,West,1078
Laptop,64498,South,14742
Mouse,80403,South,18822
Tablet,73913,North,6298
Phone,65686,East,12597
Monitor,43465,South,5823
Keyboard,8684,West,12541
Mouse,3570,East,14590
Tablet,1306,West,3247
Phone,75899,West,13006
Mouse,88071,South,9048
Laptop,41202,South,7266
Phone,88670,South,12286
Mouse,59244,East,5283
Tablet,34087,South,19797
Keyboard,15439,East,1802
Mouse,92052,North,15529
Monitor,75589,West,6292
Mouse,52475,East,12535
Tablet,92017,West,10902
Tablet,3776,North,17737
Tablet,89831,East,6645
Phone,41798,East,7792
Laptop,63372,East,1607
Tablet,66047,East,19467
Phone,57190,East,1058
